active,brand,category,intent,question_examples,answer,priority,source_id,updated_at,audience,answer_mode,risk_level,learning_tags,profile_slots,escalation_policy
TRUE,CFC,sales,cfc_price_unverified,Giá phân bón Cò Bay bao nhiêu?;Cho xin bảng giá CFC;NPK Cò Bay giá bao nhiêu?;Phân hữu cơ giá sao?;Bao 25kg bao nhiêu tiền?;Giá đại lý thế nào?;gia phan bon co bay bao nhieu;xin bang gia cfc;npk co bay gia bao nhieu;phan huu co gia sao;bao 25kg bao nhieu tien;gia dai ly the nao,"Dạ bảng giá phân bón Cò Bay phụ thuộc vào từng dòng sản phẩm, quy cách đóng bao và khu vực phân phối. Bạn gửi giúp mình số điện thoại, khu vực và loại cây trồng cần bón, kỹ sư hoặc nhân viên Cò Bay sẽ kiểm tra và liên hệ báo giá chính xác nhất nha.",90,cfc_faq_split_v1,2026-08-17,customer,direct,medium,sales|price_lead,phone|area,if_profile_has_phone_and_area_route_review_lead_contact_ready
TRUE,CFC,wholesale,cfc_dealer_location_request,Ở khu vực tôi có đại lý Cò Bay không?;Có nhà phân phối gần tôi không?;Mua phân Cò Bay ở tỉnh tôi ở đâu?;Tôi muốn tìm đại lý gần nhất;Có npp ở Cần Thơ không?;o khu vuc toi co dai ly co bay khong;co nha phan phoi gan toi khong;mua phan co bay o tinh toi o dau;xin npp gan minh;co dai ly gan day khong,Dạ bạn gửi giúp mình số điện thoại và khu vực/tỉnh thành cụ thể. Admin sẽ chuyển thông tin để nhà phân phối hoặc nhân viên phụ trách khu vực liên hệ hướng dẫn điểm mua gần bạn nhất ạ.,90,cfc_faq_split_v1,2026-08-17,customer,direct,medium,wholesale|dealer_location,phone|area,if_profile_has_phone_and_area_route_review_lead_contact_ready
TRUE,CFC,sales,cfc_order_request,Tôi muốn đặt phân Cò Bay;Cho mình mua phân bón Cò Bay;Mình muốn đặt NPK;Đặt phân hữu cơ như thế nào?;Tôi muốn mua 2 bao phân;toi muon dat phan co bay;cho minh mua phan bon co bay;minh muon dat npk;dat phan huu co nhu the nao;toi muon mua 2 bao phan,"Dạ Cò Bay đã ghi nhận nhu cầu mua phân bón của bạn. Bạn gửi thêm số điện thoại, khu vực và loại cây trồng cần bón để bên mình kiểm tra đúng sản phẩm và hỗ trợ đặt hàng nha.",90,cfc_faq_split_v1,2026-08-17,customer,direct,medium,sales|order_capture,phone|area,if_profile_has_phone_and_area_route_review_order_contact_ready
TRUE,CFC,shipping,cfc_shipping_to_area,Ship phân bón về tỉnh được không?;Có giao phân về khu vực tôi không?;Giao hàng tận nơi được không?;Tôi ở Cần Thơ nhận hàng sao?;Nhận tại nhà phân phối gần tôi được không?;ship phan bon ve tinh duoc khong;co giao phan ve khu vuc toi khong;giao hang tan noi duoc khong;nhan tai nha phan phoi gan toi duoc khong,Dạ hiện bên mình hỗ trợ giao nhận thông qua 2 hình thức: nhận trực tiếp tại Công ty hoặc nhận tại nhà phân phối gần bạn nhất. Bạn gửi khu vực/tỉnh thành để bên mình kiểm tra hình thức nhận hàng phù hợp nha.,90,cfc_faq_split_v1,2026-08-17,customer,direct,low,shipping|delivery_area,,
TRUE,CFC,support,cfc_dosage_usage_review,Bón bao nhiêu kg cho 1 công lúa?;Liều lượng bón phân Cò Bay thế nào?;Pha phân Cò Bay ra sao?;Dùng NPK Cò Bay như thế nào?;Trộn phân này với thuốc sâu được không?;bon bao nhieu kg cho 1 cong lua;lieu luong bon phan co bay the nao;pha phan co bay ra sao;dung npk co bay nhu the nao;tron phan nay voi thuoc sau duoc khong,"Dạ phần liều lượng, cách bón hoặc phối trộn cần kỹ sư nông nghiệp kiểm tra theo cây trồng, giai đoạn và khu vực canh tác. Bạn gửi giúp mình loại cây trồng, diện tích/khu vực và số điện thoại để kỹ sư Cò Bay tư vấn an toàn, đúng nhu cầu ạ.",90,cfc_faq_split_v1,2026-08-17,customer,direct,medium,support|dosage_consultation,phone|area,if_profile_has_phone_and_area_route_review_lead_contact_ready
TRUE,CFC,support,cfc_crop_consultation_request,Tư vấn phân bón cho cây trồng giúp mình;Cây lúa nên dùng phân nào?;Cây ăn trái dùng phân gì?;Rau màu dùng phân nào?;Tôi cần kỹ sư tư vấn;tu van phan bon cho cay trong giup minh;cay lua nen dung phan nao;cay an trai dung phan gi;rau mau dung phan nao;toi can ky su tu van;Tôi muốn tư vấn phân cho cây trồng;Tư vấn phân cho lúa giúp mình;Tư vấn phân cho cây ăn trái;Tìm hiểu phân phù hợp cho cây trồng;toi muon tu van phan cho cay trong;tu van phan cho lua giup minh,"Dạ mình sẵn sàng hỗ trợ ạ. Bạn cho biết loại cây trồng, giai đoạn cây hiện tại và khu vực/tỉnh thành để kỹ sư Cò Bay tư vấn dòng phân bón phù hợp hơn nha.",90,cfc_faq_split_v1,2026-08-17,customer,direct,low,support|crop_consultation,,
TRUE,CFC,support,cfc_cross_brand_out_of_scope,Bên Cò Bay có bán nước giặt ZeO không?;Cò Bay có bán nước rửa chén không?;Cò Bay có lau sàn PANO không?;Có bán nước tẩy toilet không?;co ban nuoc giat khong;co ban nuoc rua chen khong,"Dạ CFC Cò Bay hiện là thương hiệu phân bón nông nghiệp (NPK, Hữu cơ). Các dòng sản phẩm chất tẩy rửa gia dụng như ZeO, PANO, Oplus thuộc nhánh sản phẩm tiêu dùng của công ty, bạn có thể tham khảo tại website https://zeo.vn/ nha.",95,cfc_faq_split_v1,2026-08-17,customer,direct,low,support|cross_brand,,
TRUE,CFC,support,cfc_status_check,Đã gửi thông tin rồi có ai liên hệ chưa?;Sao chưa thấy gọi lại?;Kiểm tra giúp mình yêu cầu trước đó;Tôi đã nhắn số điện thoại rồi;da gui sdt roi sao chua thay ai goi,"Dạ mình đã ghi nhận tin nhắn của bạn. Nếu bạn đã gửi số điện thoại và khu vực, admin đang chuyển thông tin để kỹ sư hoặc nhân viên Cò Bay liên hệ lại sớm nhất ạ.",85,cfc_faq_split_v1,2026-08-17,customer,direct,low,support|status_check,,
TRUE,CFC,company,cfc_company_website,Website của Cò Bay là gì?;Cho mình link web Cò Bay;Trang web cfccobay;Website phân bón CFC;link web co bay;trang web cfc,Dạ website chính thức của CFC Cò Bay là https://cfccobay.com nha bạn.,90,cfc_reply_docx_v1,2026-08-17,customer,direct,low,company|website,,
TRUE,CFC,agronomy,cfc_agronomy_shoot_development,Cây sầu riêng đang nhú mũi giáo rải dòng nào để mập đọt mà không rụng trái non?; Sầu riêng đang nhú đọt bón phân gì; cay sau rieng dang nhu mui giao rai phan nao; Bón phân gì cho đọt sầu riêng mập khỏe không rụng trái; sầu riêng đi đọt kèm trái non bón gì,"Dạ chào bạn! Khi sầu riêng đang nhú 'mũi giáo' đồng thời đang mang trái non, bạn nên ưu tiên bón dòng Hữu cơ sinh học Cobanic kết hợp NPK cân bằng hàm lượng đạm vừa phải (như NPK Cò Bay 20-20-15 TE hoặc 16-16-16) với liều nhẹ, chia làm nhiều lần bón. Tránh rải đạm đơn hoặc NPK đạm cao vì sẽ gây phóng đọt mạnh, cạnh tranh dinh dưỡng làm rụng trái non. Bạn để lại SĐT và tuổi cây/số lượng trái để kỹ sư Cò Bay tư vấn công thức chuẩn xác nhất nhé ạ!",95,cfc_handbook_50_nha_nong_v1,2026-08-28,customer,direct,medium,agronomy|durian|shoot_development|fruit_retention,crop|crop_stage|phone|area,if_profile_has_phone_and_area_route_review_lead_contact_ready
TRUE,CFC,agronomy,cfc_agronomy_flowering_fruit_retention,Cây đang ra bông dùng loại phân nào để dai cuống chống rụng sinh lý?; Phân bón dai cuống cho cây đang ra hoa; bón gì chống rụng bông sầu riêng mít bưởi; cay dang ra bong dung phan nao de dai cuong; chong rung hoa sinh ly dung phan gi co bay,"Dạ trong giai đoạn cây đang ra bông, để dai cuống và chống rụng hoa sinh lý, bạn nên bổ sung phân bón giàu Canxi, Bo và Kẽm kết hợp NPK Cò Bay hàm lượng Lân và Kali cao (như NPK Cò Bay 15-15-15 hoặc phân bón lá vi lượng chuyên hoa). Tuyệt đối hạn chế bón phân có hàm lượng Đạm cao lúc này để tránh cây xả bông non. Bạn nhắn lại loại cây trồng và thời tiết vườn đang mưa hay nắng để kỹ sư hướng dẫn liều phun/bón phù hợp nha!",95,cfc_handbook_50_nha_nong_v1,2026-08-28,customer,direct,medium,agronomy|flowering|calcium_boron|fruit_drop_prevention,crop|crop_stage|phone|area,if_profile_has_phone_and_area_route_review_lead_contact_ready
TRUE,CFC,agronomy,cfc_agronomy_petal_fall_fruit_set,Giai đoạn xả nhụy nên bón gì để đậu trái đều mà hãm được đọt không cho phóng tược?; Sau xả nhụy bón phân gì cho đậu trái; cach ham dot sau rieng giai doan xa nhuy; phan bon giai doan xa nhuy dau trai deu; xa nhuy xong bon phan gi,"Dạ giai đoạn xả nhụy là thời điểm cực kỳ nhạy cảm! Để giúp đậu trái đều và chặn cây phóng đọt non, bạn nên giữ ẩm vừa phải, ngưng rải phân gốc đạm cao, ưu tiên phun qua lá các dòng Bo, Canxi hữu cơ kết hợp Kali trắng để dằn đọt. Khi trái đã chạy gai xanh ổn định mới bắt đầu nhử nhẹ NPK Cò Bay cân đối. Bạn gửi SĐT và hình ảnh đọt/bông qua tin nhắn, kỹ sư Cò Bay sẽ hỗ trợ kiểm tra trực tiếp cho vườn mình nhé ạ!",95,cfc_handbook_50_nha_nong_v1,2026-08-28,customer,direct,medium,agronomy|petal_fall|fruit_set|shoot_suppression,crop|crop_stage|phone|area,if_profile_has_phone_and_area_route_review_lead_contact_ready
TRUE,CFC,agronomy,cfc_agronomy_young_fruit_sizing,Trái non mới đậu rải NPK dòng nào để trái lớn nhanh như thổi mà không bị méo trái?; Phân bón nuôi trái non chống méo; npk lon trai tron deu co bay; trai non moi dau rai npk nao lon nhanh khong meo; trai sau rieng bi meo bon phan gi,"Dạ khi trái non đã định hình (bằng quả trứng gà), để trái lớn nhanh, tròn đều và không bị giật hộc/méo trái, bạn nên dùng dòng NPK Cò Bay 20-20-15 TE hoặc NPK Cò Bay Ba Số Đều (15-15-15 / 16-16-16 TE) kết hợp bổ sung Trung - Vi lượng (Canxi, Magie). Nên chia nhỏ lượng bón định kỳ 10-12 ngày/lần. Bạn cho mình biết vườn đang trồng cây gì (sầu riêng, mít hay bưởi) để bên mình lên quy trình bón chuẩn nhé!",95,cfc_handbook_50_nha_nong_v1,2026-08-28,customer,direct,medium,agronomy|young_fruit|fruit_sizing|fruit_shape,crop|crop_stage|phone|area,if_profile_has_phone_and_area_route_review_lead_contact_ready
TRUE,CFC,agronomy,cfc_agronomy_root_rot_recovery,Vườn đang bị vàng lá rễ đen thui không ra rễ tơ tưới kích rễ loại nào cho cây tỉnh lại nhanh?; Cây bị vàng lá thối rễ tưới phân gì; rễ bị nghẹn rễ thối phục hồi sao; kich re phuc hoi cay vang la thoi re co bay; phan tuoi phuc hoi re den,"Dạ tình trạng rễ đen thui, không ra rễ tơ thường do đất bị chua (pH thấp) kết hợp nấm rễ tấn công. Quy trình cứu rễ chuẩn của Cò Bay gồm 3 bước: 1. Rải Lân nung chảy hoặc vôi để nâng pH đất lên > 5.5. 2. Xử lý nấm bệnh bằng hoạt chất trừ nấm hoặc vi sinh đối kháng Trichoderma/Bacillus. 3. Sau 5-7 ngày tưới Axit Humic/Fulvic hoặc Hữu cơ lỏng Cobanic để kích rễ tơ bung mới. Tuyệt đối KHÔNG rải phân hóa học NPK nồng độ cao lúc này vì sẽ làm cháy rễ non. Bạn để lại SĐT kỹ sư Cò Bay sẽ gọi hỗ trợ phác đồ trị bệnh nhé!",95,cfc_handbook_50_nha_nong_v1,2026-08-28,customer,direct,high,agronomy|root_rot|yellow_leaf|humic_recovery,crop|symptom|phone|area,if_profile_has_phone_and_area_route_review_lead_contact_ready
TRUE,CFC,agronomy,cfc_agronomy_pre_harvest_potassium,Sắp thu hoạch rồi đánh dòng Kali nào cho lên màu đẹp nặng ký nặng zem chắc hạt mà không cháy múi?; Bón phân gì trước thu hoạch cho ngọt trái đẹp màu; kali vao chac hat nang ky co bay; sap thu hoach danh dong kali nao cho dep mau nang ky; phan bon tao mau va do ngot,"Dạ trước khi thu hoạch 20-30 ngày, để trái lên màu cơm vàng đẹp, đậm vị, ngọt nước, chắc hạt (nặng zem) mà không gây cháy múi, bạn nên dùng dòng NPK Cò Bay chuyên nuôi trái chín có hàm lượng Kali Sunphat (Kali trắng) cao như NPK Cò Bay 15-5-20 TE, 16-6-18 TE hoặc Kali hữu cơ. Dòng Kali Sunphat giúp tinh bột chuyển hóa thành đường nhanh, không làm tích nước hay nhạt cơm. Bạn gửi loại nông sản đang canh tác để chuyên viên Cò Bay gửi định mức bón chuẩn nha!",95,cfc_handbook_50_nha_nong_v1,2026-08-28,customer,direct,medium,agronomy|harvest|potassium_sulfate|sweetness_color,crop|acreage|phone|area,if_profile_has_phone_and_area_route_review_lead_contact_ready
TRUE,CFC,agronomy,cfc_agronomy_prevent_wet_core_souring,Làm sao để bón phân mà trái sầu riêng không bị sượng cơm cháy múi hay tích nước lúc mưa dầm?; Chống sượng cơm cháy múi sầu riêng mùa mưa; bon phan chong suong trai sau rieng; sau rieng bi chay mui phan nao chua; ky thuat bon phan khong bi tich nuoc suong com,"Dạ hiện tượng sượng cơm, cháy múi và tích nước mùa mưa dầm thường do 3 nguyên nhân: thừa Đạm, thiếu Canxi - Bo - Magie và dư nước làm cây đi đọt non. Cách khắc phục: 1. Cắt giảm hoàn toàn Đạm từ 30 ngày trước cắt trái. 2. Bón NPK Cò Bay giàu Kali Sunphat (K2SO4) và bổ sung Canxi Bo định kỳ. 3. Làm rãnh thoát nước gốc thật tốt, không để đọng vũng. Bạn để lại SĐT và khu vực vườn, kỹ sư Cò Bay sẽ gửi cẩm nang phòng ngừa sượng cơm chi tiết cho bạn nhé!",95,cfc_handbook_50_nha_nong_v1,2026-08-28,customer,direct,medium,agronomy|durian|wet_core_prevention|calcium_potassium,crop|phone|area,if_profile_has_phone_and_area_route_review_lead_contact_ready
TRUE,CFC,agronomy,cfc_agronomy_post_harvest_rejuvenation,Cây mới thu hoạch xong xơ xác quá rải hữu cơ nào kết hợp với đạm để bung đọt nhanh phục hồi lẹ cho vụ sau?; Phân bón phục hồi cây sau thu hoạch; phan huu co bung dot phuc hoi vuon sau cat trai; cay moi thu hoach xong xo xac qua rai phan gi; phuc hoi cay sau thu hoach co bay,"Dạ sau thu hoạch cây bị kiệt sức, bạn cần tiến hành tỉa cành rửa vườn và phục hồi theo công thức: Bón gốc Hữu cơ Cobanic 30% (từ 3 - 5 kg/gốc tùy tuổi cây) kết hợp tưới kích rễ Humic, sau đó bón nhử NPK Cò Bay 20-20-15 TE hoặc 16-16-8 TE để kích đọt bung đồng loạt, lá dày bóng. Bộ đôi Hữu cơ Cobanic + NPK Cò Bay sẽ giúp đất tơi xốp và cây tích lũy dinh dưỡng dồi dào cho mùa hoa tới. Bạn cho mình biết diện tích vườn để tính toán số bao phân cần dùng nha!",95,cfc_handbook_50_nha_nong_v1,2026-08-28,customer,direct,medium,agronomy|post_harvest|cobanic_organic|rejuvenation,crop|acreage|phone|area,if_profile_has_phone_and_area_route_review_lead_contact_ready
TRUE,CFC,agronomy,cfc_agronomy_flower_induction_pk,Sắp tới làm bông giờ bón Lân và Kali loại nào để ép cây phân hóa mầm hoa mạnh nhất?; Phân bón làm bông tạo mầm hoa; bon lan va kali loai nao de ep phan hoa mam hoa; tao mam hoa dung phan gi co bay; phan bon lam bong sau rieng mit xoai,"Dạ để ép cây tạo mầm hoa khỏe và ra hoa đồng loạt, công thức chuẩn là: 1. Dưới gốc: Bón Lân nung chảy kết hợp Kali Sunphat hoặc NPK Cò Bay công thức Lân cao (như NPK 10-50-10 hoặc 9-25-17). 2. Trên lá: Phun hoạt chất chặn đọt kết hợp MKP (Lân + Kali cao) để lá nhanh già lụa và hình thành mầm hoa. 3. Siết nước tạo khô hạn cho đến khi mầm hoa nhú rõ. Bạn gửi SĐT và loại cây đang làm bông, kỹ sư nông nghiệp Cò Bay sẽ lên lịch trình cắt nước và bón phân cụ thể theo ngày cho bạn nhé!",95,cfc_handbook_50_nha_nong_v1,2026-08-28,customer,direct,medium,agronomy|flower_induction|phosphorus_potassium|mkp,crop|phone|area,if_profile_has_phone_and_area_route_review_lead_contact_ready
TRUE,CFC,agronomy,cfc_agronomy_potassium_sulfate_vs_chloride,Cây đang nuôi trái lớn bón Kali trắng Kali Sunphat hay Kali đỏ thì êm hơn cho chất lượng trái xuất khẩu?; Nên bón kali trắng hay kali đỏ nuôi trái; so sanh kali sunphat va kali clorua; kali trang hay kali do tot hon cho sau rieng; cay nuoi trai lon nen bon kali nao,"Dạ với các dòng cây ăn trái nhạy cảm với gốc Clo (như sầu riêng, bưởi da xanh, mãng cầu, thuốc lá, tiêu) hoặc nông sản định hướng xuất khẩu, bạn **nên ưu tiên dùng Kali trắng (Kali Sunphat - K2SO4)**. Ưu điểm của Kali trắng: Không chứa gốc Clo gây sượng múi/cháy mép lá, giúp múi dẻo quánh, vỏ mỏng, ngọt thanh tự nhiên. Kali đỏ (KCl) chỉ phù hợp cho cây trồng chịu mặn tốt như lúa, ngô, mía hoặc dùng vào đầu giai đoạn nuôi trái với chi phí tiết kiệm hơn. Cò Bay có đầy đủ cả dòng NPK nền Kali trắng cao cấp, bạn nhắn lại nhu cầu để bên mình báo điểm đại lý gần nhất nha!",95,cfc_handbook_50_nha_nong_v1,2026-08-28,customer,direct,low,agronomy|potassium_sulfate|kali_trang|export_quality,crop|phone|area,
TRUE,CFC,sales,cfc_market_price_trend,Bao DAP Urê hôm nay giá bao nhiêu rồi tuần tới có nhích lên hay tuột xuống không?; Giá phân bón tuần này tăng hay giảm; xu huong gia phan bon sap toi; bao dap ure hom nay gia bao nhieu; gia phan ure dap co bay hom nay,"Dạ giá phân bón (DAP, Urê, NPK) biến động theo ngày theo giá nguyên liệu thế giới và chính sách vận chuyển từng khu vực. Để nhận thông báo bảng giá cập nhật sớm nhất hôm nay và dự báo xu hướng tuần tới từ Cò Bay, bạn vui lòng để lại số điện thoại và tỉnh/huyện đang canh tác. Chuyên viên kinh doanh Cò Bay khu vực sẽ liên hệ gửi báo giá đại lý/nhà vườn chi tiết cho bạn nha!",90,cfc_handbook_50_nha_nong_v1,2026-08-28,customer,direct,medium,sales|price_trend|dap_urea|lead_capture,product|phone|area,if_profile_has_phone_and_area_route_review_lead_contact_ready
TRUE,CFC,quality,cfc_quality_vs_imported,Loại phân Cò Bay này xài có êm bằng hàng ngoại cũ tui hay dùng không giá rẻ hơn nhiều không?; Phân Cò Bay chất lượng so với phân nhập khẩu thế nào; phan noi dia cfc co bang hang ngoai; xai phan co bay co hieu qua nhu phan nhap khau khong; gia phan co bay re hon hang ngoai khong,"Dạ phân bón CFC Cò Bay được sản xuất trên dây chuyền công nghệ Tháp Cao hiện đại, với nguồn nguyên liệu chọn lọc tương đương chuẩn quốc tế nhưng giá thành tiết kiệm hơn 15 - 25% do không phải chịu thuế nhập khẩu và chi phí vận chuyển biển cao. Đặc biệt, công thức phân Cò Bay được nghiên cứu chuyên biệt cho đất và khí hậu Việt Nam (chống chua đất, giữ dinh dưỡng mùa mưa dầm), giúp cây xanh bền, rễ mập mà không bị bốc nhanh rồi sụp cây. Bạn có thể bón thử nghiệm trên một liếp vườn để đối chứng hiệu quả thực tế nhé!",90,cfc_handbook_50_nha_nong_v1,2026-08-28,customer,direct,low,quality|cfc_vs_imported|cost_effective|tower_tech,crop|phone|area,
TRUE,CFC,agronomy,cfc_organic_dosage_cost_saving,Mua dòng hữu cơ vi sinh này tốn kém quá một gốc rải mấy ký là vừa túi tiền?; Định mức rải phân hữu cơ tiết kiệm chi phí; mot goc sau rieng rai may kg huu co; cach bon huu co tiet kiem tien ma van tot cay; dinh muc bon huu co cobanic,"Dạ để bón phân Hữu cơ Cobanic vừa khỏe cây vừa tiết kiệm chi phí tối đa, bạn nên áp dụng nguyên tắc: - Cây kiến thiết cơ bản (1-3 năm): 1 - 2 kg/gốc/đợt (mỗi năm 3-4 đợt). - Cây kinh doanh (nuôi trái): 3 - 5 kg/gốc sau khi thu hoạch để phục hồi bộ rễ. Mẹo tiết kiệm: Rải phân kết hợp cuốc xới nhẹ quanh tán và lấp lớp đất mỏng/lá khô để tránh nắng gắt làm bay hơi chất hữu cơ. Bạn nhắn loại cây và số lượng gốc trong vườn, bên mình sẽ tính toán số bao phân tối ưu ngân sách nhất cho bạn nha!",90,cfc_handbook_50_nha_nong_v1,2026-08-28,customer,direct,low,agronomy|organic_dosage|cost_optimization|cobanic,crop|acreage|phone|area,
