active,brand,category,intent,question_examples,answer,priority,source_id,updated_at,audience,answer_mode,risk_level,learning_tags,profile_slots,escalation_policy
True,ZeO/PANO/Oplus,policy,return_claim_deadlines,Thời hạn khiếu nại đổi trả là bao lâu?;Nhận hàng bao lâu thì phải báo lỗi vận chuyển?;Bao nhiêu ngày để khiếu nại chất lượng sản phẩm?;Hàng lỗi sản xuất thì báo trong bao lâu?,Thời hạn khiếu nại đổi trả được quy định: lỗi vận chuyển hoặc sai lệch số lượng cần thông báo trong vòng 24 giờ kể từ khi nhận hàng; khiếu nại lỗi chất lượng sản phẩm trong vòng 7 ngày kể từ ngày nhận hàng; lỗi sản xuất phát hiện trong quá trình bán lẻ được giải quyết trong thời hạn sử dụng của sản phẩm.,90,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,customer,direct,low,policy|return_deadlines,,
True,ZeO/PANO/Oplus,policy,return_excluded_cases,Trường hợp nào không được đổi trả?;Dùng rồi có được trả lại không?;Bảo quản sai cách có được đổi không?;Không có hóa đơn có đổi được không?;Đổi ý không muốn mua nữa có trả được không?,"Hàng KHÔNG được đổi trả trong các trường hợp: sản phẩm đã qua sử dụng quá 30% dung tích; sản phẩm bị hư hỏng do bảo quản sai cách (tiếp xúc nhiệt độ cao, ẩm ướt quá mức); không có hóa đơn hoặc phiếu giao hàng kèm theo; hàng đã hết hạn sử dụng nhưng không thông báo trong thời hạn quy định; hoặc khách hàng đổi ý sau khi đã nhận hàng.",90,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,customer,direct,low,policy|return_exclusions,,
True,ZeO/PANO/Oplus,policy,return_process,Quy trình đổi trả hàng như thế nào?;Các bước để đổi trả sản phẩm lỗi?;Làm sao để gửi yêu cầu đổi trả?;Khi nào công ty phản hồi yêu cầu đổi trả?,"Quy trình đổi trả gồm 5 bước: 1. Khách hàng/đại lý liên hệ hotline 1900 5307 hoặc gửi email, ảnh/video sản phẩm lỗi; 2. Bộ phận CSKH tiếp nhận, kiểm tra thông tin đơn hàng và xác nhận điều kiện; 3. Công ty xác nhận chấp thuận hoặc từ chối trong vòng 24 giờ làm việc; 4. Tài xế hoặc đơn vị vận chuyển thu hồi hàng lỗi, giao hàng thay thế hoặc xử lý hoàn tiền; 5. Ghi nhận vào hệ thống, hoàn tất phiếu đổi trả và lưu hồ sơ.",90,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,customer,direct,low,policy|return_workflow,,
True,ZeO/PANO/Oplus,policy,return_resolution_options,Công ty giải quyết đổi trả theo hình thức nào?;Có được đổi sang sản phẩm khác không?;Có được hoàn lại tiền không?;Đại lý được giải quyết đổi trả thế nào?,Các hình thức giải quyết đổi trả gồm: đổi sản phẩm cùng loại (ưu tiên áp dụng khi hàng lỗi hoặc giao sai); hoàn tiền 100% giá trị sản phẩm khi không còn hàng thay thế; hoặc giảm trừ vào đơn hàng kế tiếp theo thỏa thuận đối với đại lý phân phối.,85,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,customer,direct,low,policy|resolution_options,,
True,ZeO/PANO/Oplus,policy,refund_processing_time,Bao lâu thì nhận được tiền hoàn?;Thời gian hoàn tiền là mấy ngày?;Hoàn tiền mất bao lâu?,Thời gian xử lý hoàn tiền là tối đa 5 ngày làm việc kể từ khi Công ty xác nhận chấp thuận đổi trả.,85,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,customer,direct,low,policy|refund_time,,
True,ZeO/PANO/Oplus,operations,new_customer_welcome_template,Có mẫu tin nhắn chào mừng khách hàng mới không?;Mẫu chào khách mới của ZeO thế nào?;Lời chào khách hàng mới viết sao?,"Xin chào [Tên Khách Hàng]! 💙 Cảm ơn bạn đã tin tưởng và lựa chọn sản phẩm PANO / ZeO / Oplus. Chúng tôi cam kết mang đến cho bạn những sản phẩm tẩy rửa chất lượng cao, an toàn cho gia đình và thân thiện với môi trường. Nếu có bất kỳ thắc mắc nào về sản phẩm hoặc đơn hàng, bạn vui lòng liên hệ Hotline 1900 5307 hoặc website zeo.vn. Chúc bạn và gia đình một ngày vui vẻ! – ZeO Vietnam Official",75,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,agent,direct,low,template|welcome,,
True,ZeO/PANO/Oplus,operations,post_purchase_followup_template,Có mẫu hỏi thăm khách sau mua hàng không?;Sau giao hàng 3 ngày nên nhắn tin gì?;Mẫu chăm sóc khách sau bán hàng?,"Xin chào [Tên Khách Hàng]! Đã 3 ngày kể từ khi bạn nhận được đơn hàng [Tên Sản Phẩm]. ZeO Vietnam muốn hỏi thăm xem bạn đã có trải nghiệm như thế nào với sản phẩm ạ? Nếu bạn hài lòng, xin hãy để lại đánh giá 5 sao trên Shopee/TikTok Shop – điều đó giúp chúng tôi rất nhiều! Nếu có bất kỳ vấn đề gì, hãy liên hệ ngay để chúng tôi hỗ trợ bạn nhé. Trân trọng! – Đội ngũ CSKH ZeO Vietnam",75,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,agent,direct,low,template|followup,,
True,ZeO/PANO/Oplus,operations,loyal_customer_thank_template,Có mẫu tri ân khách hàng thân thiết không?;Nên cảm ơn khách hàng lâu năm thế nào?;Mẫu tin nhắn tặng mã giảm giá tri ân?,"Xin chào [Tên Khách Hàng] thân mến! Cảm ơn bạn đã đồng hành cùng PANO / ZeO / Oplus trong [thời gian]. Chúng tôi trân trọng sự tin tưởng mà bạn dành cho thương hiệu. Để bày tỏ lòng biết ơn, ZeO Vietnam xin tặng bạn mã giảm giá [MÃ GIẢM GIÁ] – giảm [X]% cho đơn hàng tiếp theo, có hiệu lực đến [Ngày hết hạn]. Hãy tiếp tục ủng hộ thương hiệu Việt Nam chất lượng cao nhé! 💙 Trân trọng! – ZeO Vietnam Official",75,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,agent,direct,low,template|loyalty,,
True,ZeO/PANO/Oplus,operations,promotion_announcement_template,Có mẫu thông báo khuyến mãi không?;Viết tin nhắn sale cho khách thế nào?;Mẫu thông báo siêu sale của ZeO?,Xin chào [Tên Khách Hàng]! 🔥 SIÊU SALE – ƯU ĐÃI KHÔNG THỂ BỎ QUA! Chương trình [Tên chương trình khuyến mãi] đang diễn ra từ [Ngày bắt đầu] đến [Ngày kết thúc]. 👉 Mua [Tên sản phẩm] – Tặng kèm [Quà tặng kèm theo]. 👉 Đặt hàng ngay tại: zeo.vn | Shopee | TikTok Shop. Số lượng có hạn – Nhanh tay kẻo hết! 🛒 Trân trọng! – ZeO Vietnam Official,75,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,agent,direct,low,template|promotion,,
True,ZeO/PANO/Oplus,support,complaint_handling_principles,Nguyên tắc xử lý khiếu nại là gì?;CSKH cần làm gì khi khách phàn nàn?;Thái độ khi xử lý khiếu nại như thế nào?,"Nguyên tắc xử lý khiếu nại của công ty gồm: Lắng nghe và thấu hiểu (không ngắt lời, ghi nhận đầy đủ); Phản hồi nhanh chóng (không để khách chờ quá quy định); Giải quyết tận gốc (tìm đúng nguyên nhân và xử lý triệt để); Giữ thái độ chuyên nghiệp, hòa nhã (không tranh cãi, không đổ lỗi cho khách hàng hoặc đối tác).",80,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,customer,direct,low,support|complaint_principles,,
True,ZeO/PANO/Oplus,support,complaint_response_time,Bao lâu thì CSKH phản hồi khiếu nại?;Khiếu nại qua mạng được trả lời trong mấy tiếng?;Thời gian phản hồi khiếu nại trực tiếp là bao lâu?,"Thời gian phản hồi khiếu nại: Tiếp nhận và phản hồi bước đầu qua các kênh điện tử (mạng xã hội, email, sàn TMĐT) trong vòng tối đa 2 giờ làm việc; qua các kênh truyền thống (hotline, thư tay) trong vòng tối đa 4 giờ làm việc.",80,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,customer,direct,low,support|complaint_sla,,
True,ZeO/PANO/Oplus,support,complaint_severity_levels,Khiếu nại được chia thành mấy cấp độ?;Giao hàng chậm thuộc cấp độ nào?;Hàng bị đổ vỡ thuộc cấp độ mấy?;Trường hợp ảnh hưởng sức khỏe xử lý thế nào?,"Khiếu nại được chia thành 4 cấp độ: Cấp 1 (Nhẹ): Giao chậm, thiếu quà tặng, sai mùi hương – xử lý trong 4 giờ làm việc; Cấp 2 (Trung bình): Hàng hư hỏng giá trị dưới 500k, thái độ nhân viên chưa tốt – xử lý trong 8 giờ làm việc; Cấp 3 (Nghiêm trọng): Hàng hư hỏng trên 500k, lỗi chất lượng diện rộng – xử lý trong 24 giờ làm việc; Cấp 4 (Đặc biệt nghiêm trọng): Ảnh hưởng sức khỏe người dùng, vấn đề pháp lý – kích hoạt quy trình xử lý khủng hoảng trong 2 giờ.",80,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,customer,direct,low,support|complaint_levels,,
True,ZeO/PANO/Oplus,support,complaint_product_leak,Sản phẩm bị rò rỉ thì làm sao?;Chai bị chảy nước có được đổi không?;Bao bì nước giặt bị bục thì xử lý thế nào?,Dạ bên mình rất tiếc về sự bất tiện này. Bạn vui lòng gửi hình ảnh sản phẩm lỗi và số lô sản xuất in trên bao bì. ZeO Vietnam sẽ xác minh và gửi sản phẩm thay thế hoàn toàn miễn phí đến bạn trong vòng 24–48 giờ làm việc nhé.,90,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,customer,direct,medium,support|complaint_leak,phone|area,if_urgent_route_review
True,ZeO/PANO/Oplus,support,complaint_product_effectiveness,Sản phẩm dùng không hiệu quả thì làm sao?;Giặt không sạch như mong đợi?;Rửa chén không sạch mỡ thì hỗ trợ thế nào?,"Dạ, cảm ơn bạn đã phản hồi để chúng tôi cải thiện! Bạn cho mình hỏi bạn đang dùng sản phẩm nào, trọng lượng bao nhiêu đúng không ạ? Đôi khi hiệu quả giặt/rửa phụ thuộc vào liều lượng và cách sử dụng. Mình xin hướng dẫn lại cách dùng tối ưu để bạn có kết quả tốt nhất nhé! Nếu vẫn chưa ưng ý, chúng tôi sẽ hỗ trợ đổi trả theo chính sách.",85,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,customer,direct,low,support|complaint_effectiveness,,
True,ZeO,support,complaint_one_star_review,Khách đánh giá 1 sao thì phản hồi thế nào?;Nên trả lời review xấu trên Shopee TikTok ra sao?;Mẫu trả lời đánh giá 1 sao của ZeO?,Kính chào bạn! ZeO Vietnam rất tiếc vì trải nghiệm chưa tốt của bạn. Chúng tôi luôn mong muốn mang đến sản phẩm và dịch vụ tốt nhất. Xin bạn vui lòng liên hệ hotline 1900 5307 hoặc nhắn tin trực tiếp để chúng tôi được lắng nghe cụ thể và hỗ trợ bạn đổi trả/bồi hoàn thỏa đáng. Cảm ơn bạn đã đóng góp ý kiến!,75,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,agent,direct,low,support|template_1star,,
True,ZeO/PANO/Oplus,support,complaint_delayed_delivery_refund,Giao hàng chậm có được hoàn tiền không?;Đơn bị thất lạc thì shop xử lý sao?;Chờ lâu quá không thấy giao hàng?,"Dạ bên mình thành thật xin lỗi vì sự chậm trễ này. Bên mình sẽ liên hệ ngay với đơn vị vận chuyển để kiểm tra tình trạng đơn hàng. Nếu đơn bị thất lạc hoặc giao chậm quá 3 ngày so với hẹn, chúng tôi sẽ gửi lại đơn mới hoặc hoàn tiền ngay theo yêu cầu của bạn.",85,zeo_customer_policy_docx_v1,2026-08-17 00:00:00,customer,direct,medium,support|delayed_delivery,phone,if_urgent_route_review
True,ZeO/PANO/Oplus,faq,company_overview,Công ty được thành lập khi nào?;ZeO thuộc công ty nào?;Công ty có bao nhiêu năm kinh nghiệm?;Giới thiệu về Công ty Cổ phần Phân bón và Hóa chất Cần Thơ;Thương hiệu ZeO do công ty nào sản xuất?,"PANO, ZeO và Oplus thuộc Công ty Cổ phần Phân bón và Hóa chất Cần Thơ, được thành lập năm 1977. Với hơn 45 năm kinh nghiệm, công ty là một trong những doanh nghiệp sản xuất hóa chất gia dụng lâu đời và uy tín nhất tại Việt Nam, đạt nhiều chứng nhận chất lượng quốc gia và giải thưởng uy tín.",90,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,brand|company_overview,,
True,ZeO/PANO/Oplus,faq,company_contact_information,Hotline chung của công ty là số nào?;Cho mình thông tin liên hệ công ty;Địa chỉ và số điện thoại công ty Cần Thơ là gì?;Trang web chính thức của công ty là gì?,"Địa chỉ Công ty: Trục Chính Khu Công Nghiệp Trà Nóc 1, phường Thới An Đông, Bình Thuỷ, Cần Thơ | Hotline: 0907 902 546 (hoặc hotline CSKH: 1900 5307) | Website: https://zeo.vn/",85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,brand|contact_info,,
True,ZeO/PANO/Oplus,brand,company_vision,Tầm nhìn của công ty là gì?;Công ty muốn phát triển theo hướng nào?;Mục tiêu dài hạn của thương hiệu là gì?,"Tầm nhìn của Công ty là: Trở thành một trong những công ty sản xuất chất tẩy rửa hàng đầu Việt Nam, được công nhận về chất lượng sản phẩm và dịch vụ xuất sắc.",75,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,brand|vision,,
True,ZeO/PANO/Oplus,brand,company_mission,Sứ mệnh của công ty là gì?;Thương hiệu mang lại giá trị gì cho gia đình Việt?;Định hướng sứ mệnh của ZeO là gì?,"Sứ mệnh của Công ty là: Cung cấp sản phẩm tẩy rửa chất lượng cao, an toàn cho sức khỏe, thân thiện với môi trường, với giá thành hợp lý – là người bạn đồng hành đáng tin cậy của mọi gia đình Việt Nam.",75,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,brand|mission,,
True,ZeO/PANO/Oplus,brand,brand_slogans,Slogan của PANO là gì?;Khẩu hiệu của ZeO là gì?;PANO có thông điệp thương hiệu nào?;Slogan chính thức của ZeO và PANO?,Slogan chính thức: Slogan của PANO là “NÂNG NIU CẢM XÚC”; Slogan của ZeO là “Dòng sản phẩm tẩy rửa chất lượng”.,80,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,brand|slogan,,
True,ZeO/PANO/Oplus,brand,core_brand_values,Giá trị cốt lõi của thương hiệu là gì?;Công ty đề cao những giá trị nào?;Bốn giá trị cốt lõi của thương hiệu gồm những gì?,"Bốn giá trị cốt lõi gồm: 1. Chất Lượng (kiểm soát nghiêm ngặt, đạt ISO 9001, chứng nhận Pasteur & quốc tế); 2. Đổi Mới (liên tục ứng dụng Enzyme Thụy Điển, ION, VEILEX, kháng khuẩn); 3. Trách Nhiệm (an toàn sức khỏe, môi trường, cộng đồng); 4. Đồng Hành (lắng nghe và đáp ứng nhu cầu gia đình Việt).",75,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,brand|values,,
True,ZeO/PANO/Oplus,brand,brand_personality,Tính cách thương hiệu là gì?;ZeO nên giao tiếp với khách theo phong cách nào?;Hình ảnh thương hiệu hướng tới điều gì?,"Tính cách thương hiệu gồm: Ấm áp & Gần gũi (như người bạn chăm sóc gia đình); Đáng tin cậy (dữ liệu rõ ràng, 45 năm kinh nghiệm); Tự tin & Năng động (tiên phong công nghệ Enzyme, ION); Tươi mới & Trẻ trung (đặc biệt là nhãn hàng PANO cảm xúc).",70,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,agent,direct,low,brand|personality,,
True,ZeO/PANO/Oplus,operations,tone_of_voice_guidelines,ZeO nên xưng hô với khách thế nào?;Quy tắc viết nội dung thương hiệu là gì?;Tone of voice chuẩn của thương hiệu?,"Quy tắc Tone of Voice: Dùng câu ngắn gọn, rõ ràng, dễ hiểu; Xưng hô thân thiện bằng “bạn”, “mình” hoặc “gia đình mình”; Tận dụng emoji tinh tế; Nhấn mạnh lợi ích thực tế cho khách hàng; Giữ sự chân thành, ấm áp và chuyên nghiệp.",70,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,agent,direct,low,operations|tone_of_voice,,
True,ZeO/PANO/Oplus,operations,tone_of_voice_restrictions,Những cách viết nào thương hiệu cần tránh?;Có được so sánh trực tiếp với đối thủ không?;Những điều cấm kỵ khi viết nội dung ZeO?,"Những điều thương hiệu cần tránh: Tránh ngôn ngữ hoa mỹ phức tạp, khó hiểu; Tuyệt đối không gọi tên hoặc so sánh tiêu cực trực tiếp với đối thủ cạnh tranh; Không hứa hẹn quá mức về công dụng sản phẩm; Không dùng ngôn ngữ gây hiểu nhầm về thành phần; Không dùng hình ảnh người nổi tiếng khi chưa có hợp đồng ký kết.",70,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,agent,direct,low,operations|guidelines_restrictions,,
True,ZeO/PANO/Oplus,operations,tiktok_reels_content_style,Nội dung TikTok của ZeO nên viết thế nào?;Video Reels cần mở đầu ra sao?;Mẫu viết kịch bản video ngắn cho PANO?,"Nội dung TikTok / Reels: Cần ngắn gọn, tạo hook mạnh trong 3 giây đầu. Ví dụ: ""Bạn có biết nước giặt PANO tẩy sạch vết bẩn cứng đầu chỉ trong 1 lần giặt không? Xem ngay! 👀"". Đi thẳng vào vấn đề và chứng minh hiệu quả nhanh.",70,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,agent,direct,low,operations|channel_tiktok,,
True,ZeO/PANO/Oplus,operations,ecommerce_product_description_style,Mô tả sản phẩm trên Shopee nên viết thế nào?;Nội dung Tiki cần trình bày ra sao?;Quy chuẩn mô tả sản phẩm sàn thương mại điện tử?,"Mô tả trên Shopee / Tiki: Đầy đủ thông tin, có bullet points rõ ràng, tập trung vào công dụng và USP chính. Không dùng caps lock toàn bộ bài viết, tạo sự chuyên nghiệp và dễ đọc.",70,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,agent,direct,low,operations|channel_ecommerce,,
True,ZeO/PANO/Oplus,operations,facebook_zalo_content_style,Nội dung Facebook của thương hiệu nên viết thế nào?;Zalo OA nên dùng giọng điệu gì?;Cách viết bài đăng Facebook ZeO?,"Nội dung Facebook / Zalo OA: Giọng văn thân mật, gần gũi, có thể viết dài hơn để kể những câu chuyện ngắn về lợi ích và trải nghiệm sản phẩm trong cuộc sống gia đình hàng ngày.",70,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,agent,direct,low,operations|channel_facebook_zalo,,
True,ZeO/PANO/Oplus,operations,email_zalo_business_style,Email của ZeO nên viết theo giọng nào?;Zalo Business cần trang trọng đến mức nào?;Cách gửi tin nhắn Zalo Business chuyên nghiệp?,"Email / Zalo Business: Chuyên nghiệp hơn, trang trọng nhưng vẫn giữ được sự ấm áp, lịch thiệp. Bắt buộc có lời chào và lời cảm ơn rõ ràng.",70,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,agent,direct,low,operations|channel_email_business,,
True,ZeO/PANO/Oplus,operations,review_response_guidelines,Phản hồi đánh giá khách hàng cần lưu ý gì?;Có nên tranh luận với khách khi nhận đánh giá xấu không?;Quy tắc trả lời review?,"Khi phản hồi review của khách hàng: Luôn cảm ơn trước, tuyệt đối không tranh luận, luôn hướng đến giải quyết vấn đề. Tuyệt đối không copy-paste cùng một mẫu phản hồi cho mọi khách hàng.",75,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,agent,direct,low,operations|review_guidelines,,
True,PANO,brand,pano_brand_colors,Màu thương hiệu PANO gồm những màu nào?;Mã màu xanh Navy của PANO là gì?;Mã màu chính của PANO gồm những mã hex nào?,"Bảng màu thương hiệu PANO gồm: Xanh dương đậm (Navy) #0D2C6E (màu chủ đạo, tin cậy); Xanh dương tươi #1A5FD4 (màu phụ, nút bấm/CTA); Hồng tím (Pink) #E84C8B (điểm nhấn cảm xúc); Cyan #00C4E8 (màu tươi mát, icon/badge); Trắng tinh #FFFFFF (nền chính); Xám nhạt #F5F5F5 (nền phụ).",70,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,agent,direct,low,brand|colors,,
True,ZeO/PANO/Oplus,brand,brand_typography,Thương hiệu nên dùng font chữ nào?;Cỡ chữ tiêu đề trong tài liệu là bao nhiêu?;Font chữ quy định cho in ấn và kỹ thuật số?,"Quy chuẩn Typography: Tiêu đề lớn dùng Bold cỡ 24–36pt; Tiêu đề phụ dùng Semi-bold cỡ 14–20pt; Nội dung thân dùng Regular cỡ 11–13pt; Chú thích dùng Italic cỡ 9–11pt. Font in ấn ưu tiên Times New Roman, Arial, Montserrat; Font kỹ thuật số ưu tiên Inter, Roboto, Be Vietnam Pro.",70,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,agent,direct,low,brand|typography,,
